anno	geneIDs	geneNames
17628	TAF1L|138474	138474	TAF1L
17629	TAF1|6872	6872	TAF1
17630	TAF2|6873	6873	TAF2
17631	TAF3|83860	83860	TAF3
17632	TAF4B|6875	6875	TAF4B
17633	TAF4|6874	6874	TAF4
17634	TAF5L|27097	27097	TAF5L
17635	TAF5|6877	6877	TAF5
17636	TAF6L|10629	10629	TAF6L
17637	TAF6|6878	6878	TAF6
17638	TAF7L|54457	54457	TAF7L
17639	TAF7|6879	6879	TAF7
17640	TAF8|129685	129685	TAF8
17641	TAF9B|51616	51616	TAF9B
17642	TAF9|6880	6880	TAF9
17643	TAGAP|117289	117289	TAGAP
17644	TAGLN2|8407	8407	TAGLN2
17645	TAGLN3|29114	29114	TAGLN3
17646	TAGLN|6876	6876	TAGLN
17647	TAL1|6886	6886	TAL1
17648	TAL2|6887	6887	TAL2
17649	TALDO1|6888	6888	TALDO1
17650	TANC1|85461	85461	TANC1
17651	TANC2|26115	26115	TANC2
17652	TANK|10010	10010	TANK
17653	TAOK1|57551	57551	TAOK1
17654	TAOK2|9344	9344	TAOK2
17655	TAOK3|51347	51347	TAOK3
17656	TAP1|6890	6890	TAP1
17657	TAP2|6891	6891	TAP2
17658	TAPBPL|55080	55080	TAPBPL
17659	TAPBP|6892	6892	TAPBP
17660	TAPT1|202018	202018	TAPT1
17661	TARBP1|6894	6894	TARBP1
17662	TARBP2|6895	6895	TARBP2
17663	TARDBP|23435	23435	TARDBP
17664	TARM1|441864	441864	TARM1
17665	TARP|445347	445347	TARP
17666	TARS2|80222	80222	TARS2
17667	TARSL2|123283	123283	TARSL2
17668	TARS|6897	6897	TARS
17669	TAS1R1|80835	80835	TAS1R1
17670	TAS1R2|80834	80834	TAS1R2
17671	TAS1R3|83756	83756	TAS1R3
17672	TAS2R10|50839	50839	TAS2R10
17673	TAS2R13|50838	50838	TAS2R13
17674	TAS2R14|50840	50840	TAS2R14
17675	TAS2R16|50833	50833	TAS2R16
17676	TAS2R19|259294	259294	TAS2R19
17677	TAS2R1|50834	50834	TAS2R1
17678	TAS2R20|259295	259295	TAS2R20
17679	TAS2R30|259293	259293	TAS2R30
17680	TAS2R31|259290	259290	TAS2R31
17681	TAS2R38|5726	5726	TAS2R38
17682	TAS2R39|259285	259285	TAS2R39
17683	TAS2R3|50831	50831	TAS2R3
17684	TAS2R40|259286	259286	TAS2R40
17685	TAS2R41|259287	259287	TAS2R41
17686	TAS2R42|353164	353164	TAS2R42
17687	TAS2R43|259289	259289	TAS2R43
17688	TAS2R46|259292	259292	TAS2R46
17689	TAS2R4|50832	50832	TAS2R4
17690	TAS2R50|259296	259296	TAS2R50
17691	TAS2R5|54429	54429	TAS2R5
17692	TAS2R60|338398	338398	TAS2R60
17693	TAS2R7|50837	50837	TAS2R7
17694	TAS2R8|50836	50836	TAS2R8
17695	TAS2R9|50835	50835	TAS2R9
17696	TASP1|55617	55617	TASP1
17697	TATDN1|83940	83940	TATDN1
17698	TATDN2|9797	9797	TATDN2
17699	TATDN3|128387	128387	TATDN3
17700	TAT|6898	6898	TAT
17701	TAX1BP1|8887	8887	TAX1BP1
17702	TAX1BP3|30851	30851	TAX1BP3
17703	TAZ|6901	6901	TAZ
17704	TBC1D10A|83874	83874	TBC1D10A
17705	TBC1D10B|26000	26000	TBC1D10B
17706	TBC1D10C|374403	374403	TBC1D10C
17707	TBC1D12|23232	23232	TBC1D12
17708	TBC1D13|54662	54662	TBC1D13
17709	TBC1D14|57533	57533	TBC1D14
17710	TBC1D15|64786	64786	TBC1D15
17711	TBC1D16|125058	125058	TBC1D16
17712	TBC1D17|79735	79735	TBC1D17
17713	TBC1D19|55296	55296	TBC1D19
17714	TBC1D1|23216	23216	TBC1D1
17715	TBC1D20|128637	128637	TBC1D20
17716	TBC1D21|161514	161514	TBC1D21
17717	TBC1D22A|25771	25771	TBC1D22A
17718	TBC1D22B|55633	55633	TBC1D22B
17719	TBC1D23|55773	55773	TBC1D23
17720	TBC1D24|57465	57465	TBC1D24
17721	TBC1D25|4943	4943	TBC1D25
17722	TBC1D26|353149	353149	TBC1D26
17723	TBC1D28|254272	254272	TBC1D28
17724	TBC1D29|26083	26083	TBC1D29
17725	TBC1D2B|23102	23102	TBC1D2B
17726	TBC1D2|55357	55357	TBC1D2
17727	TBC1D3B|414059	414059	TBC1D3B
17728	TBC1D3C|414060	414060	TBC1D3C
17729	TBC1D3G|654341	654341	TBC1D3G
17730	TBC1D3H|729877	729877	TBC1D3H
17731	TBC1D3P2|440452	440452	TBC1D3P2
17732	TBC1D3|729873	729873	TBC1D3
17733	TBC1D4|9882	9882	TBC1D4
17734	TBC1D5|9779	9779	TBC1D5
17735	TBC1D7|51256	51256	TBC1D7
17736	TBC1D8B|54885	54885	TBC1D8B
17737	TBC1D8|11138	11138	TBC1D8
17738	TBC1D9B|23061	23061	TBC1D9B
17739	TBC1D9|23158	23158	TBC1D9
17740	TBCA|6902	6902	TBCA
17741	TBCB|1155	1155	TBCB
17742	TBCCD1|55171	55171	TBCCD1
17743	TBCC|6903	6903	TBCC
17744	TBCD|6904	6904	TBCD
17745	TBCEL|219899	219899	TBCEL
17746	TBCE|6905	6905	TBCE
17747	TBCK|93627	93627	TBCK
17748	TBK1|29110	29110	TBK1
17749	TBKBP1|9755	9755	TBKBP1
17750	TBL1XR1|79718	79718	TBL1XR1
17751	TBL1X|6907	6907	TBL1X
17752	TBL1Y|90665	90665	TBL1Y
17753	TBL2|26608	26608	TBL2
17754	TBL3|10607	10607	TBL3
17755	TBPL1|9519	9519	TBPL1
17756	TBPL2|387332	387332	TBPL2
17757	TBP|6908	6908	TBP
17758	TBR1|10716	10716	TBR1
17759	TBRG1|84897	84897	TBRG1
17760	TBRG4|9238	9238	TBRG4
17761	TBX10|347853	347853	TBX10
17762	TBX15|6913	6913	TBX15
17763	TBX18|9096	9096	TBX18
17764	TBX19|9095	9095	TBX19
17765	TBX1|6899	6899	TBX1
17766	TBX20|57057	57057	TBX20
17767	TBX21|30009	30009	TBX21
17768	TBX22|50945	50945	TBX22
17769	TBX2|6909	6909	TBX2
17770	TBX3|6926	6926	TBX3
17771	TBX4|9496	9496	TBX4
17772	TBX5|6910	6910	TBX5
17773	TBX6|6911	6911	TBX6
17774	TBXA2R|6915	6915	TBXA2R
17775	TBXAS1|6916	6916	TBXAS1
17776	TC2N|123036	123036	TC2N
17777	TCAM1P|146771	146771	TCAM1P
17778	TCAP|8557	8557	TCAP
17779	TCEA1|6917	6917	TCEA1
17780	TCEA2|6919	6919	TCEA2
17781	TCEA3|6920	6920	TCEA3
17782	TCEAL1|9338	9338	TCEAL1
17783	TCEAL2|140597	140597	TCEAL2
17784	TCEAL3|85012	85012	TCEAL3
17785	TCEAL4|79921	79921	TCEAL4
17786	TCEAL5|340543	340543	TCEAL5
17787	TCEAL6|158931	158931	TCEAL6
17788	TCEAL7|56849	56849	TCEAL7
17789	TCEAL8|90843	90843	TCEAL8
17790	TCEANC|170082	170082	TCEANC
17791	TCEB1|6921	6921	TCEB1
17792	TCEB2|6923	6923	TCEB2
17793	TCEB3B|51224	51224	TCEB3B
17794	TCEB3C|162699	162699	TCEB3C
17795	TCEB3|6924	6924	TCEB3
17796	TCERG1L|256536	256536	TCERG1L
17797	TCERG1|10915	10915	TCERG1
17798	TCF12|6938	6938	TCF12
17799	TCF15|6939	6939	TCF15
17800	TCF19|6941	6941	TCF19
17801	TCF20|6942	6942	TCF20
17802	TCF21|6943	6943	TCF21
17803	TCF23|150921	150921	TCF23
17804	TCF25|22980	22980	TCF25
17805	TCF3|6929	6929	TCF3
17806	TCF4|6925	6925	TCF4
17807	TCF7L1|83439	83439	TCF7L1
17808	TCF7L2|6934	6934	TCF7L2
17809	TCF7|6932	6932	TCF7
17810	TCFL5|10732	10732	TCFL5
17811	TCHHL1|126637	126637	TCHHL1
17812	TCHH|7062	7062	TCHH
17813	TCHP|84260	84260	TCHP
17814	TCIRG1|10312	10312	TCIRG1
17815	TCL1A|8115	8115	TCL1A
17816	TCL1B|9623	9623	TCL1B
17817	TCL6|27004	27004	TCL6
17818	TCN1|6947	6947	TCN1
17819	TCN2|6948	6948	TCN2
17820	TCOF1|6949	6949	TCOF1
17821	TCP10L2|401285	401285	TCP10L2
17822	TCP10L|140290	140290	TCP10L
17823	TCP10|6953	6953	TCP10
17824	TCP11L1|55346	55346	TCP11L1
17825	TCP11L2|255394	255394	TCP11L2
17826	TCP11|6954	6954	TCP11
17827	TCP1|6950	6950	TCP1
17828	TCTA|6988	6988	TCTA
17829	TCTE1|202500	202500	TCTE1
17830	TCTE3|6991	6991	TCTE3
17831	TCTEX1D1|200132	200132	TCTEX1D1
17832	TCTEX1D2|255758	255758	TCTEX1D2
17833	TCTEX1D4|343521	343521	TCTEX1D4
17834	TCTN1|79600	79600	TCTN1
17835	TCTN2|79867	79867	TCTN2
17836	TCTN3|26123	26123	TCTN3
17837	TDGF1|6997	6997	TDGF1
17838	TDGF3|6998	6998	TDGF3
17839	TDG|6996	6996	TDG
17840	TDH|157739	157739	TDH
17841	TDO2|6999	6999	TDO2
17842	TDP1|55775	55775	TDP1
17843	TDP2|51567	51567	TDP2
17844	TDRD10|126668	126668	TDRD10
17845	TDRD12|91646	91646	TDRD12
17846	TDRD1|56165	56165	TDRD1
17847	TDRD3|81550	81550	TDRD3
17848	TDRD5|163589	163589	TDRD5
17849	TDRD6|221400	221400	TDRD6
17850	TDRD7|23424	23424	TDRD7
17851	TDRD9|122402	122402	TDRD9
17852	TDRG1|732253	732253	TDRG1
17853	TDRKH|11022	11022	TDRKH
17854	TEAD1|7003	7003	TEAD1
17855	TEAD2|8463	8463	TEAD2
17856	TEAD3|7005	7005	TEAD3
17857	TEAD4|7004	7004	TEAD4
17858	TECPR1|25851	25851	TECPR1
17859	TECPR2|9895	9895	TECPR2
17860	TECRL|253017	253017	TECRL
17861	TECR|9524	9524	TECR
17862	TECTA|7007	7007	TECTA
17863	TECTB|6975	6975	TECTB
17864	TEC|7006	7006	TEC
17865	TEDDM1|127670	127670	TEDDM1
17866	TEF|7008	7008	TEF
17867	TEKT1|83659	83659	TEKT1
17868	TEKT2|27285	27285	TEKT2
17869	TEKT3|64518	64518	TEKT3
17870	TEKT4|150483	150483	TEKT4
17871	TEKT5|146279	146279	TEKT5
17872	TEK|7010	7010	TEK
17873	TELO2|9894	9894	TELO2
17874	TENC1|23371	23371	TENC1
17875	TEP1|7011	7011	TEP1
17876	TEPP|374739	374739	TEPP
17877	TERC|7012	7012	TERC
17878	TERF1|7013	7013	TERF1
17879	TERF2IP|54386	54386	TERF2IP
17880	TERF2|7014	7014	TERF2
17881	TERT|7015	7015	TERT
17882	TESC|54997	54997	TESC
17883	TESK1|7016	7016	TESK1
17884	TESK2|10420	10420	TESK2
17885	TES|26136	26136	TES
17886	TET1|80312	80312	TET1
17887	TET2|54790	54790	TET2
17888	TET3|200424	200424	TET3
17889	TEX101|83639	83639	TEX101
17890	TEX10|54881	54881	TEX10
17891	TEX11|56159	56159	TEX11
17892	TEX12|56158	56158	TEX12
17893	TEX13A|56157	56157	TEX13A
17894	TEX13B|56156	56156	TEX13B
17895	TEX14|56155	56155	TEX14
17896	TEX15|56154	56154	TEX15
17897	TEX19|400629	400629	TEX19
17898	TEX261|113419	113419	TEX261
17899	TEX264|51368	51368	TEX264
17900	TEX28|1527	1527	TEX28
17901	TEX2|55852	55852	TEX2
17902	TEX9|374618	374618	TEX9
17903	TFAMP1|260341	260341	TFAMP1
17904	TFAM|7019	7019	TFAM
17905	TFAP2A|7020	7020	TFAP2A
17906	TFAP2B|7021	7021	TFAP2B
17907	TFAP2C|7022	7022	TFAP2C
17908	TFAP2D|83741	83741	TFAP2D
17909	TFAP2E|339488	339488	TFAP2E
17910	TFAP4|7023	7023	TFAP4
17911	TFB1M|51106	51106	TFB1M
17912	TFB2M|64216	64216	TFB2M
17913	TFCP2L1|29842	29842	TFCP2L1
17914	TFCP2|7024	7024	TFCP2
17915	TFDP1|7027	7027	TFDP1
17916	TFDP2|7029	7029	TFDP2
17917	TFDP3|51270	51270	TFDP3
17918	TFE3|7030	7030	TFE3
17919	TFEB|7942	7942	TFEB
17920	TFEC|22797	22797	TFEC
17921	TFF1|7031	7031	TFF1
17922	TFF2|7032	7032	TFF2
17923	TFF3|7033	7033	TFF3
17924	TFG|10342	10342	TFG
17925	TFIP11|24144	24144	TFIP11
17926	TFPI2|7980	7980	TFPI2
17927	TFPI|7035	7035	TFPI
17928	TFPT|29844	29844	TFPT
17929	TFR2|7036	7036	TFR2
17930	TFRC|7037	7037	TFRC
17931	TF|7018	7018	TF
17932	TGDS|23483	23483	TGDS
17933	TGFA|7039	7039	TGFA
17934	TGFB1I1|7041	7041	TGFB1I1
17935	TGFB1|7040	7040	TGFB1
17936	TGFB2|7042	7042	TGFB2
17937	TGFB3|7043	7043	TGFB3
17938	TGFBI|7045	7045	TGFBI
17939	TGFBR1|7046	7046	TGFBR1
17940	TGFBR2|7048	7048	TGFBR2
17941	TGFBR3|7049	7049	TGFBR3
17942	TGFBRAP1|9392	9392	TGFBRAP1
17943	TGIF1|7050	7050	TGIF1
17944	TGIF2LX|90316	90316	TGIF2LX
17945	TGIF2LY|90655	90655	TGIF2LY
17946	TGIF2|60436	60436	TGIF2
17947	TGM1|7051	7051	TGM1
17948	TGM2|7052	7052	TGM2
17949	TGM3|7053	7053	TGM3
17950	TGM4|7047	7047	TGM4
17951	TGM5|9333	9333	TGM5
17952	TGM6|343641	343641	TGM6
17953	TGM7|116179	116179	TGM7
17954	TGOLN2|10618	10618	TGOLN2
17955	TGS1|96764	96764	TGS1
17956	TG|7038	7038	TG
17957	TH1L|51497	51497	TH1L
17958	THADA|63892	63892	THADA
17959	THAP10|56906	56906	THAP10
17960	THAP11|57215	57215	THAP11
17961	THAP1|55145	55145	THAP1
17962	THAP2|83591	83591	THAP2
17963	THAP3|90326	90326	THAP3
17964	THAP4|51078	51078	THAP4
17965	THAP5|168451	168451	THAP5
17966	THAP6|152815	152815	THAP6
17967	THAP7|80764	80764	THAP7
17968	THAP8|199745	199745	THAP8
17969	THAP9|79725	79725	THAP9
17970	THBD|7056	7056	THBD
17971	THBS1|7057	7057	THBS1
17972	THBS2|7058	7058	THBS2
17973	THBS3|7059	7059	THBS3
17974	THBS4|7060	7060	THBS4
17975	THEG|51298	51298	THEG
17976	THEM4|117145	117145	THEM4
17977	THEM5|284486	284486	THEM5
17978	THEMIS|387357	387357	THEMIS
17979	THG1L|54974	54974	THG1L
17980	THNSL1|79896	79896	THNSL1
17981	THNSL2|55258	55258	THNSL2
17982	THOC1|9984	9984	THOC1
17983	THOC2|57187	57187	THOC2
17984	THOC3|84321	84321	THOC3
17985	THOC4|10189	10189	THOC4
17986	THOC5|8563	8563	THOC5
17987	THOC6|79228	79228	THOC6
17988	THOC7|80145	80145	THOC7
17989	THOP1|7064	7064	THOP1
17990	THPO|7066	7066	THPO
17991	THRAP3|9967	9967	THRAP3
17992	THRA|7067	7067	THRA
17993	THRB|7068	7068	THRB
17994	THRSP|7069	7069	THRSP
17995	THSD1P1|374500	374500	THSD1P1
17996	THSD1|55901	55901	THSD1
17997	THSD4|79875	79875	THSD4
17998	THSD7A|221981	221981	THSD7A
17999	THSD7B|80731	80731	THSD7B
18000	THTPA|79178	79178	THTPA
18001	THUMPD1|55623	55623	THUMPD1
18002	THUMPD2|80745	80745	THUMPD2
18003	THUMPD3|25917	25917	THUMPD3
18004	THY1|7070	7070	THY1
18005	THYN1|29087	29087	THYN1
18006	TH|7054	7054	TH
18007	TIA1|7072	7072	TIA1
18008	TIAF1|9220	9220	TIAF1
18009	TIAL1|7073	7073	TIAL1
18010	TIAM1|7074	7074	TIAM1
18011	TIAM2|26230	26230	TIAM2
18012	TICAM1|148022	148022	TICAM1
18013	TICAM2|353376	353376	TICAM2
18014	TIE1|7075	7075	TIE1
18015	TIFAB|497189	497189	TIFAB
18016	TIFA|92610	92610	TIFA
18017	TIGD1|200765	200765	TIGD1
18018	TIGD2|166815	166815	TIGD2
18019	TIGD3|220359	220359	TIGD3
18020	TIGD4|201798	201798	TIGD4
18021	TIGD5|84948	84948	TIGD5
18022	TIGD6|81789	81789	TIGD6
18023	TIGD7|91151	91151	TIGD7
18024	TIGIT|201633	201633	TIGIT
18025	TIMD4|91937	91937	TIMD4
18026	TIMELESS|8914	8914	TIMELESS
18027	TIMM10|26519	26519	TIMM10
18028	TIMM13|26517	26517	TIMM13
18029	TIMM16|51025	51025	TIMM16
18030	TIMM17A|10440	10440	TIMM17A
18031	TIMM17B|10245	10245	TIMM17B
18032	TIMM22|29928	29928	TIMM22
18033	TIMM44|10469	10469	TIMM44
18034	TIMM50|92609	92609	TIMM50
18035	TIMM8A|1678	1678	TIMM8A
18036	TIMM8B|26521	26521	TIMM8B
18037	TIMM9|26520	26520	TIMM9
18038	TIMP1|7076	7076	TIMP1
18039	TIMP2|7077	7077	TIMP2
18040	TIMP3|7078	7078	TIMP3
18041	TIMP4|7079	7079	TIMP4
18042	TINAGL1|64129	64129	TINAGL1
18043	TINAG|27283	27283	TINAG
18044	TINF2|26277	26277	TINF2
18045	TIPARP|25976	25976	TIPARP
18046	TIPIN|54962	54962	TIPIN
18047	TIPRL|261726	261726	TIPRL
18048	TIRAP|114609	114609	TIRAP
18049	TJAP1|93643	93643	TJAP1
18050	TJP1|7082	7082	TJP1
18051	TJP2|9414	9414	TJP2
18052	TJP3|27134	27134	TJP3
18053	TK1|7083	7083	TK1
18054	TK2|7084	7084	TK2
18055	TKTL1|8277	8277	TKTL1
18056	TKTL2|84076	84076	TKTL2
18057	TKT|7086	7086	TKT
18058	TLCD1|116238	116238	TLCD1
18059	TLE1|7088	7088	TLE1
18060	TLE2|7089	7089	TLE2
18061	TLE3|7090	7090	TLE3
18062	TLE4|7091	7091	TLE4
18063	TLE6|79816	79816	TLE6
18064	TLK1|9874	9874	TLK1
18065	TLK2|11011	11011	TLK2
18066	TLL1|7092	7092	TLL1
18067	TLL2|7093	7093	TLL2
18068	TLN1|7094	7094	TLN1
18069	TLN2|83660	83660	TLN2
18070	TLR10|81793	81793	TLR10
18071	TLR1|7096	7096	TLR1
18072	TLR2|7097	7097	TLR2
18073	TLR3|7098	7098	TLR3
18074	TLR4|7099	7099	TLR4
18075	TLR5|7100	7100	TLR5
18076	TLR6|10333	10333	TLR6
18077	TLR7|51284	51284	TLR7
18078	TLR8|51311	51311	TLR8
18079	TLR9|54106	54106	TLR9
18080	TLX1NB|100038246	100038246	TLX1NB
18081	TLX1|3195	3195	TLX1
18082	TLX2|3196	3196	TLX2
18083	TLX3|30012	30012	TLX3
18084	TM2D1|83941	83941	TM2D1
18085	TM2D2|83877	83877	TM2D2
18086	TM2D3|80213	80213	TM2D3
18087	TM4SF18|116441	116441	TM4SF18
18088	TM4SF19|116211	116211	TM4SF19
18089	TM4SF1|4071	4071	TM4SF1
18090	TM4SF20|79853	79853	TM4SF20
18091	TM4SF4|7104	7104	TM4SF4
18092	TM4SF5|9032	9032	TM4SF5
18093	TM6SF1|53346	53346	TM6SF1
18094	TM6SF2|53345	53345	TM6SF2
18095	TM7SF2|7108	7108	TM7SF2
18096	TM7SF3|51768	51768	TM7SF3
18097	TM7SF4|81501	81501	TM7SF4
18098	TM9SF1|10548	10548	TM9SF1
18099	TM9SF2|9375	9375	TM9SF2
18100	TM9SF3|56889	56889	TM9SF3
18101	TM9SF4|9777	9777	TM9SF4
18102	TMBIM1|64114	64114	TMBIM1
18103	TMBIM4|51643	51643	TMBIM4
18104	TMBIM6|7009	7009	TMBIM6
18105	TMC1|117531	117531	TMC1
18106	TMC2|117532	117532	TMC2
18107	TMC3|342125	342125	TMC3
18108	TMC4|147798	147798	TMC4
18109	TMC5|79838	79838	TMC5
18110	TMC6|11322	11322	TMC6
18111	TMC7|79905	79905	TMC7
18112	TMC8|147138	147138	TMC8
18113	TMCC1|23023	23023	TMCC1
18114	TMCC2|9911	9911	TMCC2
18115	TMCC3|57458	57458	TMCC3
18116	TMCO1|54499	54499	TMCO1
18117	TMCO2|127391	127391	TMCO2
18118	TMCO3|55002	55002	TMCO3
18119	TMCO4|255104	255104	TMCO4
18120	TMCO5A|145942	145942	TMCO5A
18121	TMCO6|55374	55374	TMCO6
18122	TMCO7|79613	79613	TMCO7
18123	TMED10P1|286102	286102	TMED10P1
18124	TMED10|10972	10972	TMED10
18125	TMED1|11018	11018	TMED1
18126	TMED2|10959	10959	TMED2
18127	TMED3|23423	23423	TMED3
18128	TMED4|222068	222068	TMED4
18129	TMED5|50999	50999	TMED5
18130	TMED6|146456	146456	TMED6
18131	TMED7-TICAM2|100302736	100302736	TMED7-TICAM2
18132	TMED7|51014	51014	TMED7
18133	TMED8|283578	283578	TMED8
18134	TMED9|54732	54732	TMED9
18135	TMEFF1|8577	8577	TMEFF1
18136	TMEFF2|23671	23671	TMEFF2
18137	TMEM100|55273	55273	TMEM100
18138	TMEM101|84336	84336	TMEM101
18139	TMEM102|284114	284114	TMEM102
18140	TMEM104|54868	54868	TMEM104
18141	TMEM105|284186	284186	TMEM105
18142	TMEM106A|113277	113277	TMEM106A
18143	TMEM106B|54664	54664	TMEM106B
18144	TMEM106C|79022	79022	TMEM106C
18145	TMEM107|84314	84314	TMEM107
18146	TMEM108|66000	66000	TMEM108
18147	TMEM109|79073	79073	TMEM109
18148	TMEM110|375346	375346	TMEM110
18149	TMEM111|55831	55831	TMEM111
18150	TMEM114|283953	283953	TMEM114
18151	TMEM115|11070	11070	TMEM115
18152	TMEM116|89894	89894	TMEM116
18153	TMEM117|84216	84216	TMEM117
18154	TMEM119|338773	338773	TMEM119
18155	TMEM11|8834	8834	TMEM11
18156	TMEM120A|83862	83862	TMEM120A
18157	TMEM120B|144404	144404	TMEM120B
18158	TMEM121|80757	80757	TMEM121
18159	TMEM123|114908	114908	TMEM123
18160	TMEM125|128218	128218	TMEM125
18161	TMEM126A|84233	84233	TMEM126A
18162	TMEM126B|55863	55863	TMEM126B
18163	TMEM127|55654	55654	TMEM127
18164	TMEM128|85013	85013	TMEM128
18165	TMEM129|92305	92305	TMEM129
18166	TMEM130|222865	222865	TMEM130
18167	TMEM131|23505	23505	TMEM131
18168	TMEM132A|54972	54972	TMEM132A
18169	TMEM132B|114795	114795	TMEM132B
18170	TMEM132C|92293	92293	TMEM132C
18171	TMEM132D|121256	121256	TMEM132D
18172	TMEM132E|124842	124842	TMEM132E
18173	TMEM133|83935	83935	TMEM133
18174	TMEM134|80194	80194	TMEM134
18175	TMEM135|65084	65084	TMEM135
18176	TMEM136|219902	219902	TMEM136
18177	TMEM138|51524	51524	TMEM138
18178	TMEM139|135932	135932	TMEM139
18179	TMEM140|55281	55281	TMEM140
18180	TMEM141|85014	85014	TMEM141
18181	TMEM143|55260	55260	TMEM143
18182	TMEM144|55314	55314	TMEM144
18183	TMEM145|284339	284339	TMEM145
18184	TMEM146|257062	257062	TMEM146
18185	TMEM147|10430	10430	TMEM147
18186	TMEM149|79713	79713	TMEM149
18187	TMEM14A|28978	28978	TMEM14A
18188	TMEM14B|81853	81853	TMEM14B
18189	TMEM14C|51522	51522	TMEM14C
18190	TMEM14E|645843	645843	TMEM14E
18191	TMEM150A|129303	129303	TMEM150A
18192	TMEM150B|284417	284417	TMEM150B
18193	TMEM150C|441027	441027	TMEM150C
18194	TMEM151A|256472	256472	TMEM151A
18195	TMEM151B|441151	441151	TMEM151B
18196	TMEM154|201799	201799	TMEM154
18197	TMEM155|132332	132332	TMEM155
18198	TMEM156|80008	80008	TMEM156
18199	TMEM158|25907	25907	TMEM158
18200	TMEM159|57146	57146	TMEM159
18201	TMEM160|54958	54958	TMEM160
18202	TMEM161A|54929	54929	TMEM161A
18203	TMEM161B|153396	153396	TMEM161B
18204	TMEM163|81615	81615	TMEM163
18205	TMEM164|84187	84187	TMEM164
18206	TMEM165|55858	55858	TMEM165
18207	TMEM167A|153339	153339	TMEM167A
18208	TMEM167B|56900	56900	TMEM167B
18209	TMEM168|64418	64418	TMEM168
18210	TMEM169|92691	92691	TMEM169
18211	TMEM170A|124491	124491	TMEM170A
18212	TMEM170B|100113407	100113407	TMEM170B
18213	TMEM171|134285	134285	TMEM171
18214	TMEM173|340061	340061	TMEM173
18215	TMEM174|134288	134288	TMEM174
18216	TMEM175|84286	84286	TMEM175
18217	TMEM176A|55365	55365	TMEM176A
18218	TMEM176B|28959	28959	TMEM176B
18219	TMEM177|80775	80775	TMEM177
18220	TMEM178|130733	130733	TMEM178
18221	TMEM179B|374395	374395	TMEM179B
18222	TMEM179|388021	388021	TMEM179
18223	TMEM17|200728	200728	TMEM17
18224	TMEM180|79847	79847	TMEM180
18225	TMEM181|57583	57583	TMEM181
18226	TMEM182|130827	130827	TMEM182
18227	TMEM183A|92703	92703	TMEM183A
18228	TMEM184A|202915	202915	TMEM184A
18229	TMEM184B|25829	25829	TMEM184B
18230	TMEM184C|55751	55751	TMEM184C
18231	TMEM185A|84548	84548	TMEM185A
18232	TMEM185B|79134	79134	TMEM185B
18233	TMEM186|25880	25880	TMEM186
18234	TMEM187|8269	8269	TMEM187
18235	TMEM188|255919	255919	TMEM188
18236	TMEM189-UBE2V1|387522	387522	TMEM189-UBE2V1
18237	TMEM189|387521	387521	TMEM189
18238	TMEM18|129787	129787	TMEM18
18239	TMEM190|147744	147744	TMEM190
18240	TMEM191A|84222	84222	TMEM191A
18241	TMEM192|201931	201931	TMEM192
18242	TMEM194A|23306	23306	TMEM194A
18243	TMEM194B|100131211	100131211	TMEM194B
18244	TMEM195|392636	392636	TMEM195
18245	TMEM196|256130	256130	TMEM196
18246	TMEM198|130612	130612	TMEM198
18247	TMEM199|147007	147007	TMEM199
18248	TMEM19|55266	55266	TMEM19
18249	TMEM200A|114801	114801	TMEM200A
18250	TMEM200B|399474	399474	TMEM200B
18251	TMEM200C|645369	645369	TMEM200C
18252	TMEM201|199953	199953	TMEM201
18253	TMEM202|338949	338949	TMEM202
18254	TMEM203|94107	94107	TMEM203
18255	TMEM204|79652	79652	TMEM204
18256	TMEM205|374882	374882	TMEM205
18257	TMEM206|55248	55248	TMEM206
18258	TMEM207|131920	131920	TMEM207
18259	TMEM208|29100	29100	TMEM208
18260	TMEM209|84928	84928	TMEM209
18261	TMEM20|159371	159371	TMEM20
18262	TMEM211|255349	255349	TMEM211
18263	TMEM212|389177	389177	TMEM212
18264	TMEM213|155006	155006	TMEM213
18265	TMEM214|54867	54867	TMEM214
18266	TMEM215|401498	401498	TMEM215
18267	TMEM216|51259	51259	TMEM216
18268	TMEM217|221468	221468	TMEM217
18269	TMEM218|219854	219854	TMEM218
18270	TMEM219|124446	124446	TMEM219
18271	TMEM220|388335	388335	TMEM220
18272	TMEM222|84065	84065	TMEM222
18273	TMEM223|79064	79064	TMEM223
18274	TMEM225|338661	338661	TMEM225
18275	TMEM229A|730130	730130	TMEM229A
18276	TMEM229B|161145	161145	TMEM229B
18277	TMEM22|80723	80723	TMEM22
18278	TMEM231|79583	79583	TMEM231
18279	TMEM232|642987	642987	TMEM232
18280	TMEM233|387890	387890	TMEM233
18281	TMEM25|84866	84866	TMEM25
18282	TMEM26|219623	219623	TMEM26
18283	TMEM27|57393	57393	TMEM27
18284	TMEM2|23670	23670	TMEM2
18285	TMEM30A|55754	55754	TMEM30A
18286	TMEM30B|161291	161291	TMEM30B
18287	TMEM30C|644444	644444	TMEM30C
18288	TMEM31|203562	203562	TMEM31
18289	TMEM33|55161	55161	TMEM33
18290	TMEM35|59353	59353	TMEM35
18291	TMEM37|140738	140738	TMEM37
18292	TMEM38A|79041	79041	TMEM38A
18293	TMEM38B|55151	55151	TMEM38B
18294	TMEM39A|55254	55254	TMEM39A
